1.120919557 98.83136121
1.670994724 88.425734409
1.768870859 4.188381196
1.794214753 96.599518833
2.022579497 91.396597105
2.167509945 88.433995477
2.177571735 88.228316984
2.227261121 87.212589392
2.563240785 30.953701418
2.915142703 26.330334103
2.915426876 31.62424009
3.07196777 38.337444297
3.519840417 38.54304546
3.551945586 45.414033432
3.689366336 45.612146508
4.003242766 31.750030188
4.133557354 2.822250616
4.820237559 58.06799069
5.29369473 30.138724687
5.30611132 67.196109912
5.360337949 15.620387726
5.511716921 33.168890525
5.903945692 58.641218247
5.942273991 17.920354188
5.995268574 57.584867969
6.11072088 36.997001369
6.140295771 73.108166724
6.141243882 91.821287516
6.18117516 37.014772965
6.296785755 19.321479242
6.313005868 19.385585458
6.33163461 94.023135338
6.386725237 19.41519269
6.405359308 93.099037068
6.444474932 92.60874438
6.461331443 58.936047511
6.53075268 91.527300585
6.548098785 36.804066932
6.599275908 25.62752348
6.618543466 90.426891697
6.643653493 29.18219354
6.701007255 70.429859906
6.727141244 19.769892948
6.736904437 19.555831942
6.760500617 57.270237136
6.777963596 18.655597327
6.786363824 58.009377742
6.874728456 16.533998161
6.877959165 16.463163861
6.920550602 15.529333589
6.945520813 57.555619965
6.984774972 57.443706063
7.045489408 12.790012021
7.07338678 12.178353605
7.093667313 57.133253177
7.112486943 20.171408202
7.122426377 57.550174954
7.13788859 12.241748221
7.164269536 29.580401796
7.269167454 57.663674409
7.271639817 88.51891848
7.305104105 90.942848575
7.362030424 29.731664937
7.441389816 57.540357514
7.742258394 36.2773039
7.759463894 87.093776124
7.874862471 35.391648853
8.181516224 59.019445541
8.390833838 29.206503942
8.39422952 29.213287467
8.415793149 29.206851227
8.473513236 35.954735614
8.531746755 58.584581825
8.537877485 29.50025182
8.695062833 20.342269091
8.957057977 92.937725804
9.03752497 92.830793009
9.120917868 3.63954679
9.158025541 35.652786214
9.245643931 56.248452022
9.276768171 68.211228641
9.342905081 92.778207864
9.365382883 17.87279264
9.369797342 80.227893798
9.374989174 35.557080062
9.421837322 57.479400925
9.45512446 31.332628517
9.536280939 92.167994908
9.545415458 35.481902284
9.631025173 24.594558395
9.6821739 55.935882157
9.698264174 53.960022966
9.712273023 35.765581484
9.786289218 35.780644569
9.835628158 35.841836903
9.837294399 66.96451418
9.907117105 55.976482418
9.907634162 24.500313323
10.004070381 67.584766995
10.075459017 37.997078646
10.129548431 79.644836792
10.149873015 21.62221705
10.2386361 68.457135096
10.290621964 68.650474559
10.394625743 25.01135517
10.462944678 76.998806526
10.540226499 56.09075307
10.592028577 63.997320883
10.605346006 90.747311566
10.693523084 85.695729327
10.699623919 66.985652063
10.817901163 86.150461001
10.853499031 38.193333761
10.88118805 82.311142389
10.886585202 37.145280286
10.949170145 36.530203952
10.96326748 62.896480293
11.22675888 75.153353694
11.294218718 55.154558676
11.365935985 57.419563124
11.425302507 67.003440284
11.574476176 85.11829187
11.601757695 92.429462676
11.649008387 92.381106773
11.683384024 89.314704046
11.690684211 92.373930375
11.728573946 89.479920366
11.747840708 3.765520034
11.845817582 65.998378329
11.865521624 36.203790524
12.081764466 66.050559446
12.124583333 36.11151019
12.163240745 36.264379538
12.253052872 24.503386485
12.390162649 72.005450226
12.514529899 65.422383078
12.521766595 76.474546188
12.966806106 59.13145228
12.97644588 57.768077229
13.096268654 57.366304869
13.289804567 90.701931761
13.326691215 56.593685331
13.414795373 12.246774276
13.529399774 45.110480776
13.813690505 39.093071989
13.945646834 76.020244794
14.157714715 53.807217765
14.448949613 72.342606452
14.52165905 73.313797897
14.541442444 90.593705838
14.650076574 75.02909108
14.656618686 40.696127998
14.683479947 75.475265208
14.70611541 75.777610669
14.731250577 76.113345073
14.804029623 7.020649684
14.843442059 56.867445457
15.009108391 48.132597532
15.049730005 94.802049844
15.121942184 48.716939695
15.259774383 34.994724238
15.460820189 50.471916663
15.497920449 75.524978374
15.560874423 4.771308808
15.585694182 51.118612463
15.678653665 17.408139439
15.713180337 64.957560199
15.720556855 82.489929848
16.17329308 60.016464117
16.490186595 82.642540465
16.52094023 17.438612927
16.66987036 81.769670708
16.873597196 83.939126096
17.146148507 76.991803886
17.262319336 17.465435635
17.297113605 17.466694474
17.428305376 14.123804119
17.463695883 88.768834401
17.591391277 88.689091941
17.830737523 82.908359591
18.417567528 15.477937841
18.433885261 79.610741404
18.477743767 88.677988511
18.532195351 19.127307482
18.623381286 14.713735472
18.666833945 88.017505903
18.826757104 26.47260462
18.984052285 83.137051478
19.008386214 84.260350258
19.059040854 20.351774775
19.060025357 86.644107815
19.081423958 20.605369246
19.084131988 87.756914105
19.086093416 87.84745724
19.094404219 20.392363869
19.095551531 20.373536536
19.150872443 19.46572337
19.163391705 12.708635101
19.183341788 27.895137942
19.209979295 87.678325727
19.239986991 18.003358481
19.268344544 17.538012579
19.318713806 16.711455731
19.323188533 20.654956191
19.326177401 90.768537375
19.488053455 79.631470712
19.69598621 20.731418585
19.703704615 62.283802797
19.936740485 17.562194795
19.940315572 17.56232414
19.953885545 17.580899154
19.963051768 77.739236589
20.103655974 9.217361286
20.26098655 84.448830472
20.26904571 84.547114845
20.301894355 84.454985917
20.309959403 60.519840243
20.393328869 86.062792906
20.481594949 70.241251617
20.571278228 70.247770263
20.594215459 88.512677521
20.631145938 70.333598026
20.653755592 83.468138544
20.893610717 18.86722507
21.017382817 36.401669582
21.194608017 20.58364514
21.196277325 35.930931989
21.338273619 19.475893893
21.352919743 19.10717187
21.378640305 48.4925306
21.381981749 19.13887699
21.383988651 19.123402522
21.445026275 84.626994293
21.462770419 69.200514062
21.586150347 68.492269674
21.61707405 36.154646051
21.927412345 42.96254076
21.997528538 51.38014446
22.130452618 6.44474709
22.139076473 60.308770354
22.315206686 42.59951401
22.440926785 42.481823384
22.47781191 42.629050797
22.863225812 16.406033456
22.886388717 16.561379179
23.010102474 16.68940438
23.0571003 61.77398182
23.070683142 53.802658109
23.6641304 50.876785372
23.930828592 37.384739811
24.090927917 2.804103123
24.20883622 13.115380015
24.226483319 22.242078574
24.307060512 35.439809256
24.323680732 63.115312052
24.389711057 35.012547339
24.547925498 55.731602684
24.61108901 50.590778117
24.939678994 60.138137922
25.190197806 75.870934383
25.196358469 55.762429717
25.662151474 11.528791352
25.737774934 44.998116824
25.936220872 7.381345851
25.953579514 13.316014742
26.218377038 49.064726718
